topic,topic_id,bias_id,title,source,bias,desc.
US Senate- Right,131,5,"Yes, Biden Is Proposing That the IRS Spy on Your Bank Records",David Harsanyi, Right,"Here’s yet another example of why “fact-checking” is the most dishonest form of journalism.

To try and find an additional $7 trillion in taxes over the next..."
US Senate - moderate,131,3,"Facebook to shut down face-recognition system, delete data",Associated Press,moderate,Facebook said it will shut down its face-recognition system and delete the faceprints of more than 1 billion people amid growing concerns about the...
US Senate- Left,131,2,You Are the Object of a Secret Extraction Operation,New York Times (Opinion), Left,Facebook is not just any corporation. It reached trillion-dollar status in a single decade by applying the logic of what I call surveillance...
US Senate- Lean Right,131,4,White House: Opposition to IRS snooping proposal driven by top 1% and lazy banks,Washington Examiner, Lean Right,"The White House is contending opposition to its tax enforcement proposals, targeting amounts as small as $600, is based on banks being too lazy to deal with..."
US Senate - moderate,131,3,TikTok Denies Sharing User Information With China Amid Concerns About Safety of U.S. Data,Newsweek,moderate,"ATikTok executive appearing Tuesday before a Senate panel told lawmakers his company, whose owner is based in Beijing, has not shared user data with..."
US Senate- Lean Left,131,1,"VIPs expect special treatment. At Wikipedia, don’t even ask.",Washington Post, Lean Left,"In the early afternoon of Jan. 7, only hours after addressing the “Stop the Steal” rally outside the White House that fed into the assault on the Capitol, John..."
US Senate- Lean Right,131,4,Dems Want to Soak the Rich by Snooping on the Poor,Reason, Lean Right,House Speaker Nancy Pelosi (D–Calif.) snapped when asked Tuesday if the proposal to dramatically increase the surveillance capabilities of...
US Senate - moderate,131,3,Senate Dems to propose narrowing scope of IRS reporting rule amid backlash,The Hill,moderate,Senate Democrats on Tuesday are expected to roll out an IRS enforcement proposal that is narrower in scope than a version unveiled earlier this year by...
US Senate- Lean Left,131,1,Democrats to scale back Treasury’s IRS bank reporting plan amid GOP uproar,Washington Post, Lean Left,Senate Democrats on Tuesday will unveil a scaled-back version of a Biden administration proposal to crack down on wealthy tax cheats after...
US Senate- Lean Right,131,4,"Department of Defense, military personnel now subject to automated 'continuous vetting' program",The Post Millennial, Lean Right,"The vetting process for military and Department of Defense personnel is now ""continuous"" as it applies to checks for security clearance approval. The building..."
US Senate - moderate,131,3,Democrats Will Scale Back Plan for More IRS Bank Account Monitoring,AllSides Headline Roundup,moderate,"On Tuesday, Senate Democrats will offer a scaled-back version of a Biden administration proposal requiring financial institutions to report more information to..."
US Senate- Left,131,2,The facts around an IRS proposal some claim would allow 'spying' on Americans' bank accounts,CNN Fact Check, Left,"Recently, the Internal Revenue Service has gotten a lot of attention on social media -- specifically, an obscure proposal by the Biden administration to widen..."
US Senate- Lean Right,131,4,"Government secretly orders Google to track anyone searching certain names, addresses, and phone numbers",Washington Examiner, Lean Right,"The U.S. government is reportedly secretly issuing warrants for Google to provide user data on anyone typing in certain search terms, raising fears that..."
US Senate - moderate,131,3,"Lawmakers Push Facebook To Abandon Instagram For Kids, Citing Mental Health Concerns",NPR (Online News),moderate,Lawmakers on Capitol Hill are pressing Facebook to abandon its plans to build a version of its Instagram app for kids and demanding the company share research...
US Senate- Left,131,2,The GOP Is Going After Pennsylvania Voters’ Most Sensitive Data,Vice, Left,"After months of pressure from former President Donald Trump, who lost the state but claims it was stolen, Pennsylvania Republican lawmakers are subpoenaing..."
Veterans Affairs- Right,132,5,"World Leaders Reach Climate Deal At COP26, US And China Agree To Collaborate",The Daily Caller, Right,"World leaders have reached a deal at the United Nations Climate Change Conference (COP26) in Glasgow, Scotland to help combat the effects of climate change..."
Veterans Affairs - moderate,132,3,"Women are our climate leaders, but at COP26 they're struggling to be heard",CNET,moderate,"On the final day of the United Nation's COP26 climate summit, delegates who identify as part of the climate justice movement staged a..."
Veterans Affairs- Left,132,2,What Would It Look Like If We Treated Climate Change as an Actual Emergency?,Current Affairs, Left,"As the dust settles on COP26, the 26th United Nations Climate Change Conference, the results do not look good. Despite a flurry of headline-grabbing pledges,..."
Veterans Affairs- Lean Right,132,4,Biden's environmentalism is pummeling the nation,Washington Examiner, Lean Right,"President Joe Biden inherited a great gift from the Trump administration: energy independence.

The benefits cannot be overstated: Cheap, reliable energy is..."
Veterans Affairs - moderate,132,3,"At COP26, World Governments Agree to Strengthen Emissions Pledges but Questions Loom",Wall Street Journal (News),moderate,"More than 190 nations reached a deal at the United Nations summit here that aims to accelerate greenhouse-gas-emissions cuts across the world, but..."
Veterans Affairs- Left,132,2,COP26 climate deal includes historic reference to fossil fuels but doesn't meet urgency of the crisis,CNN (Online News), Left,Nearly 200 nations reached a climate agreement on Saturday at COP26 with an unprecedented reference to the role of fossil fuels in the climate crisis...
Veterans Affairs- Right,132,5,GOP Senators Call Out Biden Nominee’s Rant About Bankrupting Fossil Fuel Industries,The Daily Caller, Right,Republican senators representing some of the U.S.’s leading carbon energy-producing states are speaking out against Comptroller of the Currency nominee Saule...
Veterans Affairs - moderate,132,3,COP26 Summit Ends With Glasgow Climate Pact To Reduce Fossil Fuel Use,AllSides Headline Roundup,moderate,"After nearly two weeks of discussions, leaders from nearly 200 countries reached an agreement Saturday at the COP26 climate summit to significantly reduce..."
Veterans Affairs- Left,132,2,"Leaders at COP26 Are 'Massively Killing the Paris Agreement,' Critics Say as Talks Drag On Past Deadline",Common Dreams, Left,"After nearly two weeks of negotiations, the United Nations Climate Change Conference in Glasgow, Scotland was expected to extend into the weekend Friday as..."
Veterans Affairs- Lean Right,132,4,Desperate Biden energy policies may drain strategic petroleum reserves,Fox Business, Lean Right,The Biden administration is getting desperate as gasoline and heating costs are rising as its poll numbers plummet. Attempts to deflect...
Veterans Affairs - moderate,132,3,U.S. and China unveil deal to ramp up cooperation on climate change,Reuters,moderate,"The United States and China, the world's two largest emitters of carbon dioxide, unveiled a deal to ramp up cooperation tackling climate change, including by..."
Veterans Affairs- Left,132,2,"Climate Crisis = Health Emergency: Air Pollution, Pandemics & Displacement Make the World Sick",Democracy Now, Left,Health leaders are warning governments of “unimaginable” health consequences from the climate crisis if world leaders don’t take decisive action to decarbonize...
Veterans Affairs- Lean Right,132,4,Biden admits US emissions were lowered during Trump years despite pulling out of Paris Accords,The Post Millennial, Lean Right,"As President Joe Biden restated his administration's commitment to the Paris Climate Accords, he had to admit that even after President Trump pulled the US..."
